filename,axial_samples,lateral_samples,initial_radius,final_radius,initial_angle,final_angle,f0,datapath,probe,scanner,target,f0_mhz,span_deg,focus_cm,v,harm
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108123855_4.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/dax/bmode/uri_SpV5192_VpF512_FpA7_20161108123855.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,14.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108123926_4.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/dax/bmode/uri_SpV5192_VpF512_FpA7_20161108123926.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,14.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108124024_2.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/dax/bmode/uri_SpV5192_VpF512_FpA7_20161108124024.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108124401_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108124401.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108124403_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108124401.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108124408_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108124401.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108123150_6.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161108123127.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108124447_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108124401.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108124450_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108124401.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108124452_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108124401.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108124455_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108124401.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161123092107_4.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161123092107.rfd,4c1,siemens s2000,phantom,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161123092155_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161123092155.rfd,4c1,siemens s2000,phantom,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161123092157_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161123092155.rfd,4c1,siemens s2000,phantom,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161123092158_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161123092155.rfd,4c1,siemens s2000,phantom,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161123092200_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161123092200.rfd,4c1,siemens s2000,phantom,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161123092314_7.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/dax/bmode/uri_SpV5192_VpF512_FpA7_20161123092314.rfd,dax,siemens s2000,phantom,2.7,66.1539406401311,14.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161123092509_6.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/dax/bmode/uri_SpV5192_VpF512_FpA7_20161123092509.rfd,dax,siemens s2000,phantom,2.7,66.1539406401311,14.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161123092559_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/dax/mmode/uri_SpV10388_VpF168_FpA8_20161123092559.rfd,dax,siemens s2000,phantom,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161123092602_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/dax/mmode/uri_SpV10388_VpF168_FpA8_20161123092602.rfd,dax,siemens s2000,phantom,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108123233_5.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161108123233.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108123127_5.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p11/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161108123127.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161123092607_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/dax/mmode/uri_SpV10388_VpF168_FpA8_20161123092602.rfd,dax,siemens s2000,phantom,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108111654_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161108111627.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108101755_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161108_phan/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108101755.rfd,dax,siemens s2000,phantom,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108101758_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161108_phan/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108101755.rfd,dax,siemens s2000,phantom,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108101800_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161108_phan/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108101803.rfd,dax,siemens s2000,phantom,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108101803_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161108_phan/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108101803.rfd,dax,siemens s2000,phantom,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108111218_3.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161108111218.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108111255_2.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161108111218.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108111309_7.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161108111338.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108111338_1.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161108111338.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108111354_6.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161108111338.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108111624_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161108111627.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108111626_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161108111627.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108111627_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161108111627.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108111629_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161108111627.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108111656_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161108111627.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108112252_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108112222.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108111657_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161108111627.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108111659_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161108111627.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108111825_1.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/bmode/uri_SpV5192_VpF512_FpA7_20161108111825.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108111845_3.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/bmode/uri_SpV5192_VpF512_FpA7_20161108111825.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108111909_7.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/bmode/uri_SpV5192_VpF512_FpA7_20161108111922.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,14.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108111922_3.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/bmode/uri_SpV5192_VpF512_FpA7_20161108111922.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,14.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108112222_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108112222.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108112224_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108112222.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108112226_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108112222.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108112229_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108112222.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108112244_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108112222.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108112247_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108112222.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161108112249_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p10/dax/mmode/uri_SpV10388_VpF168_FpA8_20161108112222.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161123092604_2.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/dax/mmode/uri_SpV10388_VpF168_FpA8_20161123092602.rfd,dax,siemens s2000,phantom,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161212161740_7.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161212_phan/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161212161740.rfd,4c1,siemens s2000,phantom,3.6,69.59837088762269,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161108101636_1.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/phantom/20161108_phan/dax/bmode/uri_SpV5192_VpF512_FpA7_20161108101636.rfd,dax,siemens s2000,phantom,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161214135439_1.mat,640,256,918.8555194805116,1558.8555194805115,-0.5773020386695862,0.5773020386695862,2666600.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v3/dax/bmode/uri_SpV5192_VpF512_FpA7_20161214135459.rfd,dax,siemens s2000,liver,2.7,66.1539406401311,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161214091428_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p12/dax/mmode/uri_SpV10388_VpF168_FpA8_20161214091423.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161214091430_1.mat,1296,256,918.8555194805116,2214.8555194805112,-0.5773020386695862,0.5761761963367462,2666600.0,/getlab/wjl11/study_high_mi_yd17/patient_liver/p12/dax/mmode/uri_SpV10388_VpF168_FpA8_20161214091423.rfd,dax,siemens s2000,liver,2.7,66.0894346260622,11.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161214134844_1.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v3/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161214134844.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161214134926_6.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v3/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161214134926.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,6.0,,1
rfd_liver_highmi.uri_SpV5192_VpF512_FpA7_20161214135003_1.mat,1024,256,510.8571428571429,1534.857142857143,-0.6073603630065918,0.6073603630065918,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v3/4c1/bmode/uri_SpV5192_VpF512_FpA7_20161214135003.rfd,4c1,siemens s2000,liver,3.6,69.59837088762269,8.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161214135250_1.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v3/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161214135250.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
rfd_liver_highmi.uri_SpV10388_VpF168_FpA8_20161214135251_2.mat,2048,256,510.8571428571429,2558.857142857143,-0.6073603630065918,0.6084920167922974,3636400.0,/getlab/wjl11/study_high_mi_yd17/volunteer_liver/v3/4c1/mmode/uri_SpV10388_VpF168_FpA8_20161214135250.rfd,4c1,siemens s2000,liver,3.6,69.6632098734136,6.0,,1
